FARM_ID,MSRM_DT,AREA_NM,AREA_TPRT,AREA_HMDT,AREA_WDSP,INNER_TPRT,INNER_HMDT,INNER_CBDX_CTRN,SPCIES_NM_1,SPCIES_NM_2,SPCIES_NM_3,HOUSE_QLFMT_CONT,HOUSE_TYPE,PLANT_AR_SQM,SHPMN_QTY
GBE_STRBRY_001000hy,2018-09-06 13:00,고령,26.1,53,2,29.5,63,532,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-06 14:00,고령,25.6,56,2,27.7,66,426,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-06 15:00,고령,25.2,60,1.2,26.2,67,420,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-06 16:00,고령,24.4,62,1.6,24.1,85,425,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-06 17:00,고령,23.5,78,1,24.3,85,431,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-06 18:00,고령,23.3,81,0.5,24.1,86,434,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-06 19:00,고령,22.9,82,0.4,23.1,87,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-06 20:00,고령,22.3,86,0.4,22.6,88,465,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-06 21:00,고령,21.8,96,0.8,22.5,90,474,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-06 22:00,고령,21.6,97,0.2,22.4,90,480,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-06 23:00,고령,21.6,99,0.2,22.3,90,490,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 0:00,고령,21.5,100,0.2,22.3,91,500,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 1:00,고령,21.4,100,0.3,22.3,90,506,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 2:00,고령,21.4,100,0.3,22.4,90,500,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 3:00,고령,21.3,100,0.5,22.4,91,499,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 4:00,고령,21.9,82,1,22.2,88,493,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 5:00,고령,21.1,84,0.8,21.7,86,453,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 6:00,고령,19.8,100,0.4,21.3,90,449,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 7:00,고령,19.7,100,0.4,21.6,91,462,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 8:00,고령,19.8,100,0.4,21.8,90,463,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 9:00,고령,20.6,100,0.3,23,88,457,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 10:00,고령,21.6,89,1,24,89,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 11:00,고령,22.1,85,1.5,25.1,90,439,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 12:00,고령,23.6,80,1.5,25.6,87,439,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 13:00,고령,26.2,60,1,27.9,83,434,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 14:00,고령,25.1,68,2.1,28.9,77,430,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 15:00,고령,25.2,62,1.2,27.6,82,428,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 16:00,고령,24.6,59,2.2,26.4,86,432,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 17:00,고령,23.5,64,1.4,25.5,87,439,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 18:00,고령,22.6,59,1.7,24.5,88,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 19:00,고령,21.3,67,0.5,23.7,88,455,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 20:00,고령,20.4,74,0.7,23.1,88,471,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 21:00,고령,19.5,78,0.7,22.9,89,482,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 22:00,고령,18.8,81,0.9,22.3,88,483,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-07 23:00,고령,18.3,83,0.8,21.9,88,486,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 0:00,고령,17.4,89,0.3,21.5,89,492,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 1:00,고령,17.3,93,0.7,21.3,89,497,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 2:00,고령,17,91,0.3,20.9,89,502,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 3:00,고령,15.9,100,0.5,20.5,89,505,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 4:00,고령,15.3,100,0.2,20.1,89,508,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 5:00,고령,14.8,100,0.4,19.9,90,512,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 6:00,고령,14.5,100,0.3,19.7,90,518,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 7:00,고령,14.7,100,0.7,20,91,517,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 8:00,고령,15.7,100,0,20.6,91,509,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 9:00,고령,17.2,85,0.3,21.6,91,498,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 10:00,고령,18.6,79,0.2,22.7,91,487,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 11:00,고령,20,64,0.7,24.4,74,455,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 12:00,고령,22,51,0.7,25.8,96,440,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 13:00,고령,22.3,54,0.8,26.9,89,441,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 14:00,고령,22.9,45,1.5,25.3,88,438,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 15:00,고령,22.6,48,1.3,25.2,87,438,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 16:00,고령,21.6,61,1.1,24.8,85,437,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 17:00,고령,23.1,55,0.9,25.8,68,432,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 18:00,고령,22.2,61,0.2,22.5,77,423,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 19:00,고령,19.4,77,0.7,20,82,432,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 20:00,고령,17.9,88,0.5,18.1,89,449,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 21:00,고령,16.7,99,1,18,92,464,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 22:00,고령,16.2,100,1,17.6,92,466,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-08 23:00,고령,15.5,100,0.8,17.4,92,470,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 0:00,고령,15.2,100,1,17.2,93,480,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 1:00,고령,14.8,100,1.1,17.1,93,498,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 2:00,고령,14.4,100,0.9,16.3,92,489,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 3:00,고령,14,100,0.4,16,93,499,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 4:00,고령,14.2,100,0,15.7,93,497,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 5:00,고령,14.2,100,0.1,15.5,92,502,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 6:00,고령,13.8,100,0.5,15.2,94,511,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 7:00,고령,13.9,100,0.2,16.3,98,508,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 8:00,고령,14.7,100,0.4,20.6,84,490,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 9:00,고령,18.2,100,0.2,24.9,97,473,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 10:00,고령,22.6,58,2,27.6,91,455,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 11:00,고령,25,47,2.7,29.4,86,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 12:00,고령,25.8,39,3.3,26.7,66,434,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 13:00,고령,26.3,38,3.5,27.6,56,428,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 14:00,고령,27.1,37,3.2,28.8,46,427,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 15:00,고령,27.1,38,2.5,28.3,53,429,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 16:00,고령,27.6,34,2.6,28.4,50,426,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 17:00,고령,27,37,2.2,25.9,62,427,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 18:00,고령,25.2,52,1.1,24.1,70,426,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 19:00,고령,22.8,66,0.7,22.7,71,437,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 20:00,고령,21.9,73,0.4,22,79,451,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 21:00,고령,21.1,77,0.5,21.1,80,454,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 22:00,고령,20.3,75,0.7,19.7,84,457,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-09 23:00,고령,19.5,77,0.4,19.1,86,471,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 0:00,고령,18.2,84,1.4,18.4,87,466,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 1:00,고령,16.8,100,1.1,18.2,90,465,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 2:00,고령,17.2,96,0.9,18.7,89,475,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 3:00,고령,17.4,99,0.6,19.1,89,464,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 4:00,고령,17.9,96,0,19.3,89,465,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 5:00,고령,17.4,99,1,18.9,88,459,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 6:00,고령,16.7,100,1.3,18.1,89,464,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 7:00,고령,17,100,1.2,18.9,95,469,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 8:00,고령,19.5,80,0.2,21.9,91,469,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 9:00,고령,22.4,56,2.9,25.3,82,455,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 10:00,고령,23,53,2.8,27.4,67,442,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 11:00,고령,24.2,48,3.7,28.7,81,440,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 12:00,고령,25.1,43,3.1,28.4,78,438,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 13:00,고령,24.5,41,3.2,27.9,76,439,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 14:00,고령,25.1,42,3.8,29.9,61,435,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 15:00,고령,25.3,41,3.3,28,84,434,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 16:00,고령,25.5,34,3.5,27.8,75,442,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 17:00,고령,25.1,38,1.8,27.3,79,442,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 18:00,고령,23.4,39,1.7,24.8,79,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 19:00,고령,21.3,49,0.9,22.9,83,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 20:00,고령,18.1,68,0.3,21.3,81,462,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 21:00,고령,16.8,78,0.6,20.2,84,467,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 22:00,고령,15.6,85,1,20,85,480,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-10 23:00,고령,15.3,87,0.3,19.6,86,481,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 0:00,고령,14.7,90,0.7,19.6,88,474,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 0:00,고령,14.7,90,0.7,19.6,88,474,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 0:00,고령,14.7,90,0.7,19.6,88,474,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 0:00,고령,14.7,90,0.7,19.6,88,474,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 1:00,고령,14.2,96,0.2,19.3,87,479,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 1:00,고령,14.2,96,0.2,19.3,87,479,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 1:00,고령,14.2,96,0.2,19.3,87,479,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 1:00,고령,14.2,96,0.2,19.3,87,479,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 2:00,고령,13.8,100,1.3,19.1,90,474,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 2:00,고령,13.8,100,1.3,19.1,90,474,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 2:00,고령,13.8,100,1.3,19.1,90,474,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 2:00,고령,13.8,100,1.3,19.1,90,474,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 3:00,고령,13,100,0.5,18.9,87,491,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 3:00,고령,13,100,0.5,18.9,87,491,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 3:00,고령,13,100,0.5,18.9,87,491,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 3:00,고령,13,100,0.5,18.9,87,491,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 4:00,고령,13.1,100,0.7,18.8,87,488,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 4:00,고령,13.1,100,0.7,18.8,87,488,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 4:00,고령,13.1,100,0.7,18.8,87,488,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 4:00,고령,13.1,100,0.7,18.8,87,488,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 5:00,고령,13.5,100,0.3,18.4,88,475,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 5:00,고령,13.5,100,0.3,18.4,88,475,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 5:00,고령,13.5,100,0.3,18.4,88,475,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 5:00,고령,13.5,100,0.3,18.4,88,475,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 6:00,고령,13.7,100,0.3,18.3,87,479,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 6:00,고령,13.7,100,0.3,18.3,87,479,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 6:00,고령,13.7,100,0.3,18.3,87,479,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 6:00,고령,13.7,100,0.3,18.3,87,479,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 7:00,고령,14.2,100,0.5,18.6,89,473,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 7:00,고령,14.2,100,0.5,18.6,89,473,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 7:00,고령,14.2,100,0.5,18.6,89,473,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 7:00,고령,14.2,100,0.5,18.6,89,473,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 8:00,고령,16.2,83,0.2,19.8,85,471,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 8:00,고령,16.2,83,0.2,19.8,85,471,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 8:00,고령,16.2,83,0.2,19.8,85,471,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 8:00,고령,16.2,83,0.2,19.8,85,471,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 9:00,고령,19.4,67,0.9,23.1,100,450,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 9:00,고령,19.4,67,0.9,23.1,100,450,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 9:00,고령,19.4,67,0.9,23.1,100,450,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 9:00,고령,19.4,67,0.9,23.1,100,450,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 10:00,고령,21.7,54,3,25.3,94,442,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 10:00,고령,21.7,54,3,25.3,94,442,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 10:00,고령,21.7,54,3,25.3,94,442,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 10:00,고령,21.7,54,3,25.3,94,442,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 11:00,고령,22.7,52,3.3,27.3,87,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 11:00,고령,22.7,52,3.3,27.3,87,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 11:00,고령,22.7,52,3.3,27.3,87,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 11:00,고령,22.7,52,3.3,27.3,87,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 12:00,고령,22.9,49,2.8,27.7,86,442,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 12:00,고령,22.9,49,2.8,27.7,86,442,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 12:00,고령,22.9,49,2.8,27.7,86,442,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 12:00,고령,22.9,49,2.8,27.7,86,442,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 13:00,고령,23.7,46,2.8,28,84,447,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 13:00,고령,23.7,46,2.8,28,84,447,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 13:00,고령,23.7,46,2.8,28,84,447,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 13:00,고령,23.7,46,2.8,28,84,447,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 14:00,고령,23.9,45,3.6,26.8,75,440,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 14:00,고령,23.9,45,3.6,26.8,75,440,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 14:00,고령,23.9,45,3.6,26.8,75,440,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 14:00,고령,23.9,45,3.6,26.8,75,440,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 15:00,고령,23.7,45,2.9,27.3,80,438,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 15:00,고령,23.7,45,2.9,27.3,80,438,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 15:00,고령,23.7,45,2.9,27.3,80,438,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 15:00,고령,23.7,45,2.9,27.3,80,438,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 16:00,고령,23.5,48,3,25.8,78,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 16:00,고령,23.5,48,3,25.8,78,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 16:00,고령,23.5,48,3,25.8,78,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 16:00,고령,23.5,48,3,25.8,78,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 17:00,고령,23.6,50,2.8,25.1,82,447,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 17:00,고령,23.6,50,2.8,25.1,82,447,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 17:00,고령,23.6,50,2.8,25.1,82,447,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 17:00,고령,23.6,50,2.8,25.1,82,447,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 18:00,고령,22.1,52,2.7,22.6,65,440,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 18:00,고령,22.1,52,2.7,22.6,65,440,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 18:00,고령,22.1,52,2.7,22.6,65,440,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 18:00,고령,22.1,52,2.7,22.6,65,440,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 19:00,고령,19.8,63,1.2,21.5,88,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 19:00,고령,19.8,63,1.2,21.5,88,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 19:00,고령,19.8,63,1.2,21.5,88,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 19:00,고령,19.8,63,1.2,21.5,88,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 20:00,고령,18.3,71,0.9,21.4,89,455,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 20:00,고령,18.3,71,0.9,21.4,89,455,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 20:00,고령,18.3,71,0.9,21.4,89,455,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 20:00,고령,18.3,71,0.9,21.4,89,455,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 21:00,고령,17.4,77,0.2,20.6,89,458,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 21:00,고령,17.4,77,0.2,20.6,89,458,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 21:00,고령,17.4,77,0.2,20.6,89,458,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 21:00,고령,17.4,77,0.2,20.6,89,458,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 22:00,고령,16.8,83,0.8,20.1,88,475,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 22:00,고령,16.8,83,0.8,20.1,88,475,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 22:00,고령,16.8,83,0.8,20.1,88,475,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 22:00,고령,16.8,83,0.8,20.1,88,475,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 23:00,고령,16.4,84,0.7,19.9,91,484,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 23:00,고령,16.4,84,0.7,19.9,91,484,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 23:00,고령,16.4,84,0.7,19.9,91,484,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-11 23:00,고령,16.4,84,0.7,19.9,91,484,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 0:00,고령,16.9,81,0.2,20.2,92,463,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 1:00,고령,16.8,85,0.9,20.4,91,463,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 2:00,고령,16.4,91,0.6,20.2,91,462,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 3:00,고령,16.3,93,0,20,91,463,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 4:00,고령,15.6,99,0.6,19.6,92,467,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 5:00,고령,15.5,100,0.6,19.4,89,480,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 6:00,고령,15.5,100,0.7,19.1,91,477,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 7:00,고령,15.5,100,0.4,19.4,92,488,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 8:00,고령,17.5,83,0.3,21.1,98,473,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 9:00,고령,19.8,71,0.8,23.6,82,451,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 10:00,고령,23,63,1.1,25.3,97,440,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 11:00,고령,23.8,57,1.8,27.5,89,439,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 12:00,고령,25.4,57,2.7,28.2,86,444,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 13:00,고령,25.7,57,2.4,30.1,65,443,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 14:00,고령,25.3,55,2.3,29.1,88,444,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 15:00,고령,26.5,53,1.6,29.8,82,450,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 16:00,고령,26.4,53,2.4,28.9,82,457,설향,,,비닐,단동,1200,
GBE_STRBRY_001000hy,2018-09-12 17:00,고령,26.6,55,2,27.7,82,449,설향,,,비닐,단동,1200,
